ID	Hexagon_index
ENSG00000136048	52
ENSG00000136051	3
ENSG00000136068	41
ENSG00000136111	19
ENSG00000136122	58
ENSG00000136155	38
ENSG00000136158	49
ENSG00000136231	57
ENSG00000136244	50
ENSG00000136274	10
ENSG00000136478	23
ENSG00000136490	12
ENSG00000136492	35
ENSG00000136542	26
ENSG00000136560	32
ENSG00000136630	53
ENSG00000136636	57
ENSG00000136783	2
ENSG00000136810	34
ENSG00000136813	34
ENSG00000136824	34
ENSG00000136859	51
ENSG00000136881	31
ENSG00000136883	47
ENSG00000136943	59
ENSG00000136986	34
ENSG00000136999	50
ENSG00000137073	7
ENSG00000137076	42
ENSG00000137094	12
ENSG00000137124	42
ENSG00000137135	58
ENSG00000137193	54
ENSG00000137198	41
ENSG00000137267	21
ENSG00000137285	8
ENSG00000137309	51
ENSG00000137310	58
ENSG00000137312	34
ENSG00000137331	12
ENSG00000137343	26
ENSG00000137393	2
ENSG00000137501	30
ENSG00000137507	47
ENSG00000137563	34
ENSG00000137767	57
ENSG00000137802	10
ENSG00000137807	59
ENSG00000137812	59
ENSG00000137814	57
ENSG00000137825	61
ENSG00000137868	29
ENSG00000137877	19
ENSG00000137936	23
ENSG00000137962	30
ENSG00000137996	3
ENSG00000138061	46
ENSG00000138071	2
ENSG00000138131	48
ENSG00000138162	59
ENSG00000138193	58
ENSG00000138356	60
ENSG00000138376	59
ENSG00000138413	18
ENSG00000138449	13
ENSG00000138594	34
ENSG00000138606	49
ENSG00000138622	49
ENSG00000138623	14
ENSG00000138641	60
ENSG00000138660	32
ENSG00000138675	49
ENSG00000138685	54
ENSG00000138698	35
ENSG00000138709	58
ENSG00000138744	41
ENSG00000138768	3
ENSG00000138769	19
ENSG00000138771	25
ENSG00000138772	19
ENSG00000138778	58
ENSG00000138792	21
ENSG00000138795	19
ENSG00000138796	19
ENSG00000138801	7
ENSG00000138835	48
ENSG00000139112	45
ENSG00000139117	54
ENSG00000139132	61
ENSG00000139146	5
ENSG00000139174	31
ENSG00000139194	54
ENSG00000139211	29
ENSG00000139263	59
ENSG00000139289	50
ENSG00000139329	8
ENSG00000139354	60
ENSG00000139410	45
ENSG00000139428	57
ENSG00000139508	38
ENSG00000139531	12
ENSG00000139618	58
ENSG00000139624	3
ENSG00000139625	54
ENSG00000139641	7
ENSG00000139651	32
ENSG00000139687	34
ENSG00000139734	56
ENSG00000139737	14
ENSG00000139908	13
ENSG00000139973	50
ENSG00000140297	50
ENSG00000140332	5
ENSG00000140367	7
ENSG00000140455	13
ENSG00000140521	43
ENSG00000140526	13
ENSG00000140575	7
ENSG00000140682	22
ENSG00000140937	5
